DATAFLOW,LAST UPDATE,freq,ESTAT:ILC_LI02(1.0)_unit,indic_il,sex,age,geo,TIME_PERIOD,ESTAT:ILC_LI02(1.0)_VALUE,OBS_FLAG,DATAFLOW_1,LAST UPDATE_1,freq_1,ESTAT:ILC_PW01(1.0)_unit,isced11,indic_wb,sex_1,age_1,ESTAT:ILC_PW01(1.0)_VALUE,OBS_FLAG_1,DATAFLOW_2,LAST UPDATE_2,freq_2,ESTAT:ILC_PW01(1.0)_unit_2,isced11_2,indic_wb_2,sex_2,age_2,ESTAT:ILC_PW01(1.0)_VALUE_2,OBS_FLAG_2,DATAFLOW_3,LAST UPDATE_3,freq_3,ESTAT:ILC_PW01(1.0)_unit_3,isced11_3,indic_wb_3,sex_3,age_3,ESTAT:ILC_PW01(1.0)_VALUE_3,OBS_FLAG_3,DATAFLOW_4,LAST UPDATE_4,freq_4,ESTAT:ILC_PW01(1.0)_unit_4,isced11_4,indic_wb_4,sex_4,age_4,ESTAT:ILC_PW01(1.0)_VALUE_4,OBS_FLAG_4,DATAFLOW_5,LAST UPDATE_5,freq_5,ESTAT:ILC_PW01(1.0)_unit_5,isced11_5,indic_wb_5,sex_5,age_5,ESTAT:ILC_PW01(1.0)_VALUE_5,OBS_FLAG_5,DATAFLOW_6,LAST UPDATE_6,freq_6,ESTAT:ILC_PW01(1.0)_unit_6,isced11_6,indic_wb_6,sex_6,age_6,ESTAT:ILC_PW01(1.0)_VALUE_6,OBS_FLAG_6,DATAFLOW_7,LAST UPDATE_7,freq_7,ESTAT:ILC_PW01(1.0)_unit_7,isced11_7,indic_wb_7,sex_7,age_7,ESTAT:ILC_PW01(1.0)_VALUE_7,OBS_FLAG_7,DATAFLOW_8,LAST UPDATE_8,freq_8,ESTAT:ILC_PW01(1.0)_unit_8,isced11_8,indic_wb_8,sex_8,age_8,ESTAT:ILC_PW01(1.0)_VALUE_8,OBS_FLAG_8,DATAFLOW_9,LAST UPDATE_9,freq_9,ESTAT:ILC_PW01(1.0)_unit_9,isced11_9,indic_wb_9,sex_9,age_9,ESTAT:ILC_PW01(1.0)_VALUE_9,OBS_FLAG_9,DATAFLOW_10,LAST UPDATE_10,freq_10,ESTAT:ILC_PW01(1.0)_unit_10,isced11_10,indic_wb_10,sex_10,age_10,ESTAT:ILC_PW01(1.0)_VALUE_10,OBS_FLAG_10,DATAFLOW_11,LAST UPDATE_11,freq_11,c_resid,ESTAT:TOUR_OCC_NINATS(1.0)_unit,hotelsize,ESTAT:TOUR_OCC_NINATS(1.0)_VALUE,OBS_FLAG_11,DATAFLOW_12,LAST UPDATE_12,freq_12,ESTAT:RAIL_TF_PASSMOV(1.0)_unit,vehicle,ESTAT:RAIL_TF_PASSMOV(1.0)_VALUE,OBS_FLAG_12,DATAFLOW_13,LAST UPDATE_13,freq_13,ESTAT:RAIL_PA_TOTAL(1.0)_unit,ESTAT:RAIL_PA_TOTAL(1.0)_VALUE,OBS_FLAG_13,DATAFLOW_14,LAST UPDATE_14,freq_14,ESTAT:RAIL_PA_TOTAL(1.0)_unit_14,ESTAT:RAIL_PA_TOTAL(1.0)_VALUE_14,OBS_FLAG_14,DATAFLOW_15,LAST UPDATE_15,freq_15,ESTAT:RAIL_AC_CATNMBR(1.0)_unit,accident,ESTAT:RAIL_AC_CATNMBR(1.0)_VALUE,OBS_FLAG_15,DATAFLOW_16,LAST UPDATE_16,freq_16,tra_infr,n_tracks,ESTAT:TTR00003(1.0)_unit,ESTAT:TTR00003(1.0)_VALUE,OBS_FLAG_16
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,1999,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,76844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2000,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,77122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2001,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,76224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2003,15.4,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,77203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2004,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,78167.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,9225.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,184033.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,60.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2005,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,77496.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8510.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,180431.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,41.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2006,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,78306.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,8964.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,190865.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,45.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2007,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,79617.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,9403.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,201054.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,83.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2008,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,79662.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10139.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,213934.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,132.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2009,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,80782.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10237.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,217639.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,36.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2010,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10498.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,223198.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,38.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2011,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,10669.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,228753.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,52.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3587.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2012,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,17874797.0,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,36.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3592.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2013,15.1,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,ACCSAT,T,Y_GE16,7.8,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,COMSAT,T,Y_GE16,7.6,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,FINSAT,T,Y_GE16,6.9,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,GREENSAT,T,Y_GE16,7.3,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,JOBSAT,T,Y_GE16,7.5,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.6,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIVENVSAT,T,Y_GE16,7.6,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,MEANLIFE,T,Y_GE16,7.6,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,RELSAT,T,Y_GE16,7.7,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,TIMESAT,T,Y_GE16,7.1,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,18149913.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,33.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3595.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2014,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,19007946.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,46.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3631.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2015,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,19082399.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,21.0,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3607.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2016,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,17183395.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3602.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2017,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,18944870.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3605.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2018,16.4,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,FINSAT,T,Y_GE16,7.0,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,JOBSAT,T,Y_GE16,7.5,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.6,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,RELSAT,T,Y_GE16,7.9,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,TIMESAT,T,Y_GE16,7.0,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,20282489.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3607.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2019,14.8,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,20794744.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3614.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2020,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,7722771.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3615.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2021,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,10900348.0,,,,,,,,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3612.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BE,2022,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:ILC_PW01(1.0),15/12/23 23:00:00,A,RTG,TOTAL,LIFESAT,T,Y_GE16,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:TOUR_OCC_NINATS(1.0),30/11/23 23:00:00,A,TOTAL,NR,TOTAL,19336767.0,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,94083.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,,c,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,,c,,,,,,,,ESTAT:TTR00003(1.0),19/12/23 23:00:00,A,TOTAL,TOTAL,KM,3619.0,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2000,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,25086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2001,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,25033.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2002,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,25050.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2006,18.4,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,23819.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,2411.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,34089.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,84.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2007,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,24287.9,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,2404.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,33242.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,56.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2008,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,24180.8,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,2317.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,33724.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,65.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2009,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,24403.2,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,2138.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,31348.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,48.0,,,,,,,,,
ESTAT:ILC_LI02(1.0),15/12/23 23:00:00,A,PC,LI_R_MD60,T,TOTAL,BG,2010,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTAT:RAIL_TF_PASSMOV(1.0),19/12/23 23:00:00,A,THS_TRKM,TOTAL,23893.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,MIO_PKM,2090.0,,ESTAT:RAIL_PA_TOTAL(1.0),29/11/23 23:00:00,A,THS_PAS,30079.0,,ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,TOTAL,39.0,,,,,,,,,
