DATAFLOW,LAST UPDATE,freq,unit,accident,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2008,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2009,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2010,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2011,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2012,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2013,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2014,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,DK,2015,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2004,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2005,24,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2006,20,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2007,28,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2008,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2009,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2010,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2011,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2012,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2013,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2014,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EE,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2004,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2005,34,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2006,25,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2007,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2008,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2009,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2010,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2011,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2012,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2013,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2014,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,EL,2015,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2004,34,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2005,32,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2006,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2007,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2008,20,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2009,27,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2010,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2011,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2012,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2013,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2014,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,ES,2015,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2004,52,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2005,64,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2006,60,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2007,48,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2008,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2009,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2010,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2011,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2012,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2013,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2014,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FI,2015,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2004,49,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2005,53,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2006,54,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2007,115,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2008,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2009,49,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2010,36,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2011,40,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2012,38,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2013,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2014,51,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,FR,2015,41,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2004,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2005,28,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2006,29,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2007,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2008,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2009,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2010,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2011,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2012,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2013,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2014,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HR,2015,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2004,87,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2005,64,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2006,35,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2007,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2008,44,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2009,39,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2010,42,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2011,38,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2012,37,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2013,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2014,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,HU,2015,45,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2004,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2005,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2006,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2007,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2008,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2009,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2010,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2011,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2013,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2014,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IE,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2004,24,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2005,35,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2006,41,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2007,23,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2008,17,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2009,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2010,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2011,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2012,23,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2013,24,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2014,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,IT,2015,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2004,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2005,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2006,21,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2007,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2008,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2009,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2010,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2011,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2012,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2013,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2014,4,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2015,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LT,2016,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2004,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2005,1,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2006,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2007,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2008,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2009,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2010,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2011,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2012,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2013,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2014,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LU,2015,0,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2004,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2005,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2006,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2007,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2008,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2009,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2010,10,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2011,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2012,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2013,2,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2014,3,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,LV,2015,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2004,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2005,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2006,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2007,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2008,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2009,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2010,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2011,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2012,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2013,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2014,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2015,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,MT,2016,,z
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2004,25,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2005,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2006,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2007,26,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2008,21,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2009,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2010,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2011,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2012,20,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2013,25,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2014,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,NL,2015,29,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2004,272,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2005,275,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2006,270,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2007,279,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2008,278,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2009,288,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2010,298,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2011,244,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2012,80,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2013,85,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2014,70,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PL,2015,206,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2004,33,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2005,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2006,22,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2007,27,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2008,20,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2009,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2010,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2011,7,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2012,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2013,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2014,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,PT,2015,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2004,27,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2005,156,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2006,87,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2007,91,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2008,86,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2009,57,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2010,58,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2011,43,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2012,59,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2013,44,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2014,50,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,RO,2015,29,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2004,19,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2005,21,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2006,18,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2007,15,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2008,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2009,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2010,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2011,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2012,12,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2013,14,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2014,13,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SE,2015,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2004,5,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2005,30,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2006,41,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2007,32,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2008,41,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2009,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2010,16,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2011,6,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2012,8,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2013,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2014,9,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SI,2015,11,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SK,2004,61,
ESTAT:RAIL_AC_CATNMBR(1.0),18/03/19 23:00:00,A,NR,LVLCROS,SK,2005,75,
